ID,Name,Nationality,Age,Team,Contract_Period,Height_cm,Weight_kg,Positions,BP,foot,↓OVA,POT,Player_Tier,Growth,Value_Eur,Wage_Eur,Release_Clause_Eur,Offensive_Score,Total Stats,Base Stats,Hits
250909,Jan Hendrik Marx,Germany,25,SV Waldhof Mannheim,2019 ~ 2021,170.2,68.9,RB RM,RWB,Right,67,72,Starter,5,900000.0,2000.0,1400000.0,238.5,1620,358,"
7"
251677,Bernardo Brites Martins,Portugal,22,FC Paços de Ferreira,2019 ~ 2022,175.3,69.9,LW RW,CAM,Left,67,76,Starter,9,1200000.0,3000.0,2800000.0,312.0,1675,353,"
2"
208158,Federico Andrada,Argentina,26,Club Atlético Aldosivi,2019 ~ 2021,180.3,76.2,ST RM,ST,Right,67,69,Fodder,2,925000.0,5000.0,1400000.0,311.0,1712,363,"
4"
211742,Marc Lorenz,Germany,31,Karlsruher SC,2017 ~ 2021,182.9,74.8,LM,LM,Left,67,67,Fodder,0,675000.0,5000.0,1000000.0,318.0,1826,385,"
3"
234014,Jorgino Kaio Baumer Negrao,Brazil,24,Atlético Clube Goianiense,2019 ~ 2023,177.8,68.9,CAM,CAM,Right,67,67,Fodder,0,850000.0,4000.0,1600000.0,329.0,1701,343,"
1"
245022,Nicholas Opoku,Ghana,22,Amiens SC,"Jun 30, 2021 On Loan",190.5,78.0,CB,CB,Right,67,72,Starter,5,925000.0,2000.0,0.0,210.5,1515,335,"
6"
179742,Sho Ito,Japan,31,Kashima Antlers,2019 ~ 2021,182.9,76.2,ST,ST,Right,67,67,Fodder,0,675000.0,4000.0,844000.0,290.5,1642,344,"
1"
248862,Juan Jose Orellana,Bolivia,22,Always Ready,2020 ~ 2020,177.8,72.1,LB,LB,Left,67,74,Starter,7,950000.0,500.0,2200000.0,259.5,1633,360,"
3"
228383,Kamil Grabara,Poland,21,Aarhus GF,"Jun 30, 2021 On Loan",195.6,79.8,GK,GK,Right,67,81,Elite,14,1400000.0,2000.0,0.0,89.0,1054,375,"
36"
230687,Aldin Turkes,Bosnia Herzegovina,24,FC Lausanne-Sport,2019 ~ 2023,193.0,83.9,ST,ST,Right,67,74,Starter,7,1100000.0,6000.0,1800000.0,282.0,1612,347,"
5"
248863,Hernan Rodriguez,Bolivia,24,Club Bolívar,2016 ~ 2024,175.3,74.8,CM LM CDM,CM,Left,67,74,Starter,7,1100000.0,500.0,2600000.0,257.5,1704,376,"
3"
212000,Erich Berko,Germany,25,SV Darmstadt 98,2019 ~ 2022,180.3,82.1,ST RM LM,RM,Right,67,70,Fodder,3,975000.0,7000.0,1600000.0,293.5,1760,387,"
4"
215072,Cristian Diaz,Argentina,31,Central Córdoba,2020 ~ 2021,167.6,63.0,RB LB,RB,Right,67,67,Fodder,0,550000.0,4000.0,798000.0,276.5,1755,355,"
1"
215328,Gaston Gil Romero,Argentina,27,Club Atlético Aldosivi,2019 ~ 2021,177.8,77.1,CDM CM,CDM,Right,67,70,Fodder,3,825000.0,4000.0,1300000.0,267.0,1756,378,"
4"
219680,Cedric Hountondji,Benin,26,Clermont Foot 63,2019 ~ 2023,195.6,81.2,CB,CB,Right,67,71,Starter,4,875000.0,3000.0,1600000.0,238.0,1465,318,"
3"
224544,Honglue Zhao,China PR,30,Tianjin TEDA FC,2016 ~ 2020,180.3,76.2,LB RB RM,LB,Left,67,67,Fodder,0,600000.0,5000.0,930000.0,260.5,1637,356,"
2"
235552,Ernest Seka,Guinea,33,AS Nancy Lorraine,2018 ~ 2021,185.4,89.8,CB,CB,Right,67,67,Fodder,0,350000.0,2000.0,613000.0,217.5,1501,319,"
3"
252448,Jamie Leweling,Germany,19,SpVgg Greuther Fürth,2019 ~ 2022,182.9,86.2,RW LW,RM,Right,67,82,Elite,15,1600000.0,3000.0,3500000.0,290.5,1655,370,"
58"
193312,Sebastian Mielitz,Germany,30,Viktoria Köln,2020 ~ 2021,190.5,83.0,GK,GK,Right,67,67,Fodder,0,525000.0,2000.0,761000.0,80.5,1159,373,"
2"
242209,Angel Rodriguez,Uruguay,27,Centro Atlético Fénix,2020 ~ 2020,175.3,72.1,CM CB RB,CAM,Right,67,67,Fodder,0,775000.0,500.0,1700000.0,258.0,1713,388,"
1"
248097,Claudiu Belu-Iordache,Romania,26,FC Hermannstadt,2020 ~ 2022,185.4,78.0,RB,RB,Right,67,67,Fodder,0,700000.0,4000.0,945000.0,268.5,1700,373,"
1"
190497,Danny Hoesen,Netherlands,29,San Jose Earthquakes,2018 ~ 2020,185.4,82.1,ST,ST,Right,67,67,Fodder,0,750000.0,3000.0,1100000.0,314.5,1743,365,"
2"
204322,Rory McKenzie,Scotland,26,Kilmarnock,2010 ~ 2022,175.3,74.8,LM LW RW,LM,Right,67,67,Fodder,0,825000.0,3000.0,1400000.0,290.0,1817,393,"
5"
211746,Rico Benatelli,Germany,28,FC St. Pauli,2019 ~ 2022,180.3,82.1,CM CDM,CM,Right,67,67,Fodder,0,750000.0,7000.0,1200000.0,302.5,1830,382,"
4"
238882,Daniel Ojeda Saranova,Spain,25,CD Leganés,2018 ~ 2021,177.8,72.1,LM RM,LM,Right,67,70,Fodder,3,950000.0,4000.0,1600000.0,288.0,1676,362,"
4"
239394,Florian Flecker,Austria,24,FC Würzburger Kickers,2020 ~ 2022,172.7,69.9,RM RW LW,RM,Right,67,73,Starter,6,1000000.0,5000.0,1800000.0,286.0,1658,364,"
3"
244258,Danijel Zagorac,Croatia,33,Dinamo Zagreb,2016 ~ 2022,185.4,79.8,GK,GK,Right,67,67,Fodder,0,400000.0,500.0,880000.0,74.0,1033,376,"
2"
205603,Mike van Duinen,Netherlands,28,PEC Zwolle,2018 ~ 2021,185.4,74.8,ST LW,ST,Right,67,67,Fodder,0,800000.0,4000.0,1200000.0,300.5,1815,389,"
1"
233763,Pontus Dahlberg,Sweden,21,BK Häcken,"Jun 30, 2021 On Loan",193.0,89.8,GK,GK,Right,67,75,Starter,8,875000.0,1000.0,0.0,76.5,990,357,"
24"
173859,Sam Baldock,England,31,Reading,2018 ~ 2021,170.2,67.1,ST LW,ST,Right,67,67,Fodder,0,675000.0,6000.0,1300000.0,301.5,1749,364,"
6"
239907,Raphael Dwamena,Ghana,24,Vejle Boldklub,2020 ~ 2023,185.4,81.2,ST,ST,Left,67,72,Starter,5,1000000.0,4000.0,1300000.0,298.5,1650,362,"
6"
204324,Matty Kennedy,Northern Ireland,25,Aberdeen,2020 ~ 2023,175.3,64.9,LM RM,RM,Right,67,70,Fodder,3,950000.0,3000.0,1700000.0,288.5,1770,382,"
3"
219684,Sam Nicholson,Scotland,25,Bristol Rovers,2020 ~ 2022,175.3,71.2,RM,LM,Left,67,70,Fodder,3,950000.0,4000.0,1700000.0,286.5,1733,384,"
1"
209957,Jakob Busk,Denmark,26,1. FC Union Berlin,2016 ~ 2021,188.0,88.0,GK,GK,Right,67,71,Starter,4,725000.0,7000.0,1400000.0,74.5,1106,374,"
6"
238885,Matheus Aias Barrozo Rodrigues,Brazil,23,Orlando City SC,2020 ~ 2022,175.3,72.1,ST,ST,Right,67,75,Starter,8,1100000.0,3000.0,1900000.0,268.0,1564,341,"
6"
240677,Martin S. Ellingsen,Norway,25,Molde FK,2017 ~ 2022,180.3,74.8,CDM CB,CM,Left,67,73,Starter,6,950000.0,3000.0,1400000.0,306.5,1819,386,"
2"
242725,Kristian Thorstvedt,Norway,21,KRC Genk,2020 ~ 2023,188.0,87.1,CM CAM,CAM,Left,67,76,Starter,9,1200000.0,4000.0,2000000.0,329.5,1854,395,"
7"
243749,Streli Mamba,Germany,26,SC Paderborn 07,2019 ~ 2022,177.8,74.8,ST RW,ST,Right,67,70,Fodder,3,975000.0,8000.0,1600000.0,266.0,1640,359,"
7"
212518,Badra Ali Sangare,Ivory Coast,34,Ivory Coast,Free,180.3,78.0,GK,GK,Right,67,67,Fodder,0,0.0,0.0,0.0,94.0,1156,374,"
13"
157734,Anssi Jaakkola,Finland,33,Bristol Rovers,2019 ~ 2022,193.0,88.0,GK,GK,Right,67,67,Fodder,0,400000.0,3000.0,700000.0,82.5,1178,388,"
6"
234022,Adrian Guto Maideira Almeida,Brazil,24,Goiás,2019 ~ 2023,170.2,66.2,CAM,LW,Left,67,67,Fodder,0,850000.0,4000.0,1600000.0,310.5,1756,362,"
1"
234278,Steve Breitkreuz,Germany,28,FC Erzgebirge Aue,2018 ~ 2021,188.0,86.2,CB,CB,Right,67,69,Fodder,2,775000.0,3000.0,1300000.0,236.0,1617,349,"
3"
244006,Lucas Henrique da Silva,Brazil,25,Clube Sport Marítimo,2018 ~ 2023,188.0,79.8,CB,CB,Left,67,69,Fodder,2,825000.0,3000.0,1800000.0,264.5,1594,342,"
1"
248870,Braian Ojeda,Paraguay,20,Olimpia Asunción,2019 ~ 2020,172.7,68.0,CM CDM,CDM,Right,67,79,Starter,12,1300000.0,500.0,3100000.0,283.0,1819,392,"
7"
250918,Said Bakari,Comoros,25,RKC Waalwijk,2017 ~ 2023,177.8,67.1,LB LW RB,RM,Right,67,70,Fodder,3,850000.0,3000.0,1300000.0,295.5,1810,395,"
2"
204071,Gerard Badia Cortes,Spain,30,Piast Gliwice,2014 ~ 2021,175.3,68.0,LM RM,LM,Left,67,67,Fodder,0,725000.0,3000.0,979000.0,314.0,1733,358,"
3"
235303,Kamil Pestka,Poland,21,Cracovia,2016 ~ 2023,188.0,67.1,LB,LWB,Left,67,76,Starter,9,1100000.0,3000.0,1700000.0,244.5,1543,349,"
5"
258343,Filip Soucek,Czech Republic,19,Sparta Praha,2020 ~ 2023,185.4,78.9,CM,CAM,Right,67,77,Starter,10,1200000.0,500.0,2900000.0,312.0,1830,395,"
4"
221736,Juan Carlos Pereira,Colombia,27,Millonarios FC,2020 ~ 2020,182.9,74.8,RM CM,RM,Right,67,67,Fodder,0,800000.0,2000.0,1100000.0,283.5,1765,392,"
1"
222248,Ke Sun,China PR,30,Shenzhen FC,2020 ~ 2022,180.3,78.0,RW LW RM,RW,Right,67,67,Fodder,0,725000.0,6000.0,1100000.0,310.5,1836,396,"
1"
188968,Gonzalo Marinelli,Argentina,30,Club Atlético Tigre,2018 ~ 2021,180.3,78.9,GK,GK,Right,67,67,Fodder,0,525000.0,4000.0,761000.0,91.0,1099,366,"
3"
232489,Yoshiaki Komai,Japan,28,Hokkaido Consadole Sapporo,2019 ~ 2021,167.6,64.0,CF RM RWB,RW,Right,67,67,Fodder,0,800000.0,3000.0,1000000.0,310.0,1829,383,"
1"
248105,Virgil Ghita,Romania,22,FC Viitorul,2017 ~ 2024,185.4,79.8,CB,CB,Right,67,76,Starter,9,1100000.0,3000.0,1700000.0,235.0,1634,340,"
2"
215594,Alexandru Vlad,Romania,30,FC Voluntari,2018 ~ 2025,175.3,69.9,LB,LB,Left,67,67,Fodder,0,600000.0,3000.0,810000.0,282.5,1785,378,"
1"
234282,Louis Samson,Germany,24,FC Erzgebirge Aue,2019 ~ 2021,190.5,81.2,CB CDM,CB,Right,67,73,Starter,6,950000.0,3000.0,1700000.0,245.5,1573,356,"
2"
236330,Valentin Cojocaru,Romania,24,FC Viitorul,2018 ~ 2021,195.6,88.9,GK,GK,Right,67,72,Starter,5,750000.0,2000.0,1100000.0,85.0,1060,366,"
2"
236586,Jin Ya Kim,Korea Republic,22,FC Seoul,2019 ~ 2023,177.8,63.0,LB RM,RM,Right,67,77,Starter,10,1100000.0,3000.0,1600000.0,294.5,1830,395,"
22"
200235,Mitchell te Vrede,Netherlands,28,Al Fateh,2019 ~ 2021,190.5,87.1,ST,ST,Right,67,67,Fodder,0,800000.0,11000.0,1300000.0,263.0,1511,317,"
4"
206635,Nick DeLeon,United States,29,Toronto FC,2019 ~ 2020,177.8,77.1,RM RW RB,RM,Right,67,67,Fodder,0,750000.0,3000.0,1100000.0,310.0,1843,390,"
3"
230187,Narcisso Elias Mau de Faria,Brazil,20,Ceará Sporting Club,2019 ~ 2023,177.8,72.1,LB RB,LB,Right,67,67,Fodder,0,725000.0,3000.0,1400000.0,292.5,1784,367,"
2"
244267,Antonio Marin,Croatia,19,AC Monza,2017 ~ 2024,182.9,78.0,LW RW CAM,CAM,Right,67,83,Elite,16,1600000.0,1000.0,3600000.0,310.0,1621,360,"
107"
209196,Philipp Ziereis,Germany,27,FC St. Pauli,2013 ~ 2022,188.0,82.1,CB RB,CB,Right,67,70,Fodder,3,825000.0,6000.0,1300000.0,227.0,1531,339,"
6"
210476,Markus Kuster,Austria,26,Karlsruher SC,2020 ~ 2022,193.0,89.8,GK,GK,Right,67,70,Fodder,3,700000.0,3000.0,1100000.0,86.5,1061,360,"
1"
244268,Ivan Fiolic,Croatia,24,Cracovia,"Jun 30, 2021 On Loan",175.3,69.9,RM,CAM,Left,67,72,Starter,5,1000000.0,3000.0,0.0,281.5,1598,350,"
3"
246316,Yuki Soma,Japan,23,Nagoya Grampus,2018 ~ 2023,165.1,66.2,LM RM,RM,Right,67,71,Starter,4,1000000.0,2000.0,1300000.0,306.5,1835,391,"
5"
251436,Tiago Filipe Oliveira Dantas,Portugal,19,Bayern München II,"Jun 30, 2021 On Loan",170.2,58.1,CM CAM,RM,Right,67,83,Elite,16,1600000.0,2000.0,0.0,322.5,1730,353,"
126"
212013,Kearyn Baccus,Australia,28,Kaizer Chiefs,2019 ~ 2022,180.3,74.8,CDM CM RM,CDM,Right,67,67,Fodder,0,675000.0,500.0,1500000.0,280.0,1766,373,"
2"
234029,Jonaldo Kaua Santoso Jasper,Brazil,28,Atlético Clube Goianiense,2019 ~ 2023,185.4,79.8,ST,ST,Left,67,67,Fodder,0,800000.0,6000.0,1500000.0,295.0,1607,339,"
2"
197166,Juan Agudelo,United States,27,Inter Miami,2020 ~ 2021,185.4,83.0,ST RM,ST,Right,67,68,Fodder,1,900000.0,3000.0,1400000.0,312.0,1792,387,"
29"
198702,Kristoffer Barmen,Norway,26,SK Brann,2009 ~ 2021,190.5,76.2,CM,CM,Right,67,68,Fodder,1,875000.0,2000.0,1200000.0,322.5,1898,398,"
1"
199470,Marco Meilinger,Austria,28,SCR Altach,2018 ~ 2024,180.3,77.1,RM LM,RM,Left,67,67,Fodder,0,775000.0,5000.0,1100000.0,317.0,1701,364,"
2"
204334,Ioannis Gelios,Greece,28,Holstein Kiel,2019 ~ 2022,190.5,88.0,GK,GK,Right,67,69,Fodder,2,675000.0,5000.0,1100000.0,72.0,1055,378,"
3"
224302,Mateusz Wieteska,Poland,23,Legia Warszawa,2018 ~ 2022,188.0,77.1,CB,CB,Right,67,75,Starter,8,1000000.0,4000.0,1600000.0,208.0,1512,318,"
5"
231726,Andrei Ivan,Romania,23,Universitatea Craiova,2019 ~ 2023,188.0,81.2,ST RW LW,CAM,Right,67,73,Starter,6,1100000.0,4000.0,1700000.0,312.5,1802,382,"
4"
252718,Koji Suzuki,Japan,30,Cerezo Osaka,2019 ~ 2021,177.8,77.1,ST,ST,Right,67,67,Fodder,0,725000.0,4000.0,943000.0,292.5,1610,340,"
4"
209711,Rasmus Thelander,Denmark,28,Aalborg BK,2019 ~ 2022,190.5,87.1,CB,CB,Right,67,67,Fodder,0,675000.0,5000.0,844000.0,195.0,1393,298,"
1"
214319,Francisco Rodriguez,Colombia,33,Deportivo Pasto,2020 ~ 2025,185.4,78.0,CDM,CB,Right,67,67,Fodder,0,375000.0,900.0,506000.0,241.5,1548,325,"
1"
215855,Ben Purrington,England,24,Charlton Athletic,2019 ~ 2022,177.8,73.0,LB LWB,LWB,Left,67,74,Starter,7,950000.0,3000.0,1900000.0,278.5,1727,372,"
6"
217647,Junya Tanaka,Japan,32,Vissel Kobe,2017 ~ 2021,180.3,74.8,LM ST,LM,Left,67,67,Fodder,0,600000.0,4000.0,780000.0,319.0,1704,359,"
2"
219951,Anton Saletros,Sweden,24,Sarpsborg 08 FF,2020 ~ 2022,182.9,73.0,CM LWB,CM,Left,67,73,Starter,6,1000000.0,2000.0,1500000.0,302.5,1832,382,"
1"
248111,Andrei Artean,Romania,26,FC Viitorul,2018 ~ 2021,185.4,81.2,CDM CM,CB,Right,67,68,Fodder,1,800000.0,4000.0,1100000.0,256.5,1798,373,"
1"
198704,Josh McEachran,England,27,Birmingham City,2019 ~ 2021,177.8,64.9,CDM CM,CDM,Left,67,67,Fodder,0,700000.0,6000.0,1300000.0,313.0,1762,364,"
3"
203824,Remi Matthews,England,26,Sunderland,2020 ~ 2021,193.0,78.0,GK,GK,Right,67,70,Fodder,3,700000.0,4000.0,1300000.0,106.5,1170,378,"
8"
228912,Bobby Allain,France,28,Olympiacos CFP,2019 ~ 2021,185.4,77.1,GK,GK,Right,67,69,Fodder,2,675000.0,500.0,1500000.0,96.5,1045,369,"
2"
230192,Joao Rodolfo Botelho Maia,Brazil,20,Club Athletico Paranaense,2019 ~ 2023,182.9,76.2,RB,RB,Right,67,67,Fodder,0,725000.0,4000.0,1400000.0,276.0,1755,369,"
1"
231728,Ioan Hora,Romania,31,UTA Arad,2020 ~ 2022,182.9,76.2,ST CAM,ST,Right,67,67,Fodder,0,675000.0,3000.0,911000.0,302.0,1794,375,"
1"
242480,David Sena Fernandes Sualehe,Portugal,23,FC Paços de Ferreira,2020 ~ 2023,182.9,77.1,LB,CB,Left,67,75,Starter,8,1000000.0,3000.0,2300000.0,268.5,1723,369,"
1"
248112,Ionut Vina,Romania,25,FCSB (Steaua),2019 ~ 2024,177.8,73.0,CM,CM,Left,67,72,Starter,5,1000000.0,6000.0,1500000.0,290.0,1846,406,"
2"
196913,Jhasmani Campos,Bolivia,32,Bolivia,Free,175.3,64.0,CAM LM CM,CAM,Left,67,67,Fodder,0,0.0,0.0,0.0,324.0,1705,347,"
10"
211249,Ribair Rodriguez,Uruguay,32,River Plate Montevideo,2020 ~ 2020,182.9,77.1,CDM CB,CB,Right,67,67,Fodder,0,500000.0,500.0,1100000.0,275.5,1759,381,"
2"
215601,Aurelian Chitu,Romania,29,FC Viitorul,2020 ~ 2022,182.9,84.8,LW ST,LW,Left,67,67,Fodder,0,750000.0,4000.0,1000000.0,314.5,1738,371,"
1"
223537,Emil Berggreen,Denmark,27,SpVgg Greuther Fürth,2020 ~ 2022,193.0,88.9,ST,ST,Right,67,68,Fodder,1,900000.0,4000.0,1500000.0,303.0,1594,328,"
3"
224305,Ivan Calero Ruiz,Spain,25,Málaga CF,2020 ~ 2023,175.3,64.0,RB RM,RWB,Right,67,72,Starter,5,900000.0,3000.0,1500000.0,281.0,1740,369,"
5"
225073,Jonatan Alvez,Uruguay,32,Barcelona Sporting Club,2019 ~ 2020,182.9,79.8,ST,ST,Right,67,67,Fodder,0,600000.0,500.0,1300000.0,261.0,1618,355,"
3"
177969,Ignacio Gonzalez,Mexico,35,Club León,2010 ~ 2020,182.9,83.9,CB,CB,Left,67,67,Fodder,0,230000.0,5000.0,391000.0,246.0,1499,307,"
1"
246321,Daizen Maeda,Japan,22,Yokohama F. Marinos,2016 ~ 2023,172.7,68.0,LM CF ST,RM,Right,67,74,Starter,7,1100000.0,4000.0,1700000.0,300.0,1747,375,"
14"
251185,Abdelali M'hamdi,Morocco,28,Abha Club,2019 ~ 2022,193.0,84.8,GK,GK,Right,67,69,Fodder,2,675000.0,4000.0,1200000.0,71.5,1080,384,"
2"
192561,Lennart Thy,Germany,28,Sparta Rotterdam,2020 ~ 2022,182.9,78.0,ST,ST,Right,67,67,Fodder,0,800000.0,4000.0,1200000.0,315.5,1818,386,"
4"
205618,Sandy Walsh,Netherlands,25,KV Mechelen,2020 ~ 2022,180.3,76.2,CDM RB LB,CDM,Right,67,72,Starter,5,925000.0,5000.0,1500000.0,268.5,1701,359,"
6"
201523,Mathieu Deplagne,France,28,FC Cincinnati,2018 ~ 2022,182.9,76.2,RB LB,CB,Right,67,67,Fodder,0,650000.0,3000.0,943000.0,253.5,1632,338,"
1"
230963,Rivaldo Vitor Borba Ferreira Jr.,Brazil,25,Cracovia,2020 ~ 2023,185.4,79.8,ST,ST,Right,67,72,Starter,5,1000000.0,4000.0,1400000.0,300.0,1717,361,"
10"
231219,Braian Rivero,Argentina,24,Independiente del Valle,2020 ~ 2023,170.2,73.9,CDM CM,CDM,Right,67,75,Starter,8,1000000.0,500.0,2400000.0,263.5,1702,365,"
1"
232499,Sebastian Piriz,Uruguay,30,River Plate Montevideo,2019 ~ 2022,185.4,83.9,CDM CM,CDM,Right,67,67,Fodder,0,625000.0,500.0,1300000.0,257.5,1687,368,"
1"
235059,Luke Thomas,England,21,Barnsley,2019 ~ 2023,167.6,66.2,RM CM,LM,Left,67,77,Starter,10,1200000.0,4000.0,2500000.0,282.0,1678,362,"
12"
238643,Marcel Bar,Germany,28,Eintracht Braunschweig,2019 ~ 2021,182.9,79.8,RM ST RW,RM,Right,67,67,Fodder,0,775000.0,6000.0,1200000.0,276.0,1626,368,"
5"
251699,Mathias Guerreyro,Ecuador,32,Ecuador,Free,177.8,69.9,RM RW,RM,Right,67,67,Fodder,0,0.0,0.0,0.0,293.5,1714,360,"
3"
210484,Andreas Kuen,Austria,25,SK Sturm Graz,2020 ~ 2022,175.3,73.9,LM CM CAM,CAM,Left,67,69,Fodder,2,925000.0,7000.0,1400000.0,311.0,1882,392,"
2"
229428,Yanis Rahmani,France,25,Málaga CF,"Jun 30, 2021 On Loan",177.8,73.0,LM ST,CAM,Left,67,70,Fodder,3,950000.0,4000.0,0.0,299.5,1602,345,"
5"
213301,Sascha Horvath,Austria,23,TSV Hartberg,2020 ~ 2022,165.1,59.9,RM CAM CF,RM,Right,67,72,Starter,5,1000000.0,3000.0,1500000.0,294.5,1788,372,"
4"
224821,Steve Rouiller,Switzerland,29,Servette FC,2018 ~ 2023,182.9,73.9,CB,CB,Right,67,67,Fodder,0,650000.0,6000.0,943000.0,203.5,1508,317,"
2"
225077,Sondre Fet,Norway,23,FK Bodø/Glimt,"Dec 31, 2020 On Loan",177.8,73.9,CM,CM,Right,67,72,Starter,5,1000000.0,2000.0,0.0,283.5,1771,383,"
3"
233781,Juan Valencia,Colombia,22,Bologna,2017 ~ 2021,185.4,78.9,CM CAM,CM,Right,67,77,Starter,10,1200000.0,9000.0,2400000.0,320.0,1800,378,"
18"
182837,Kazenga LuaLua,DR Congo,29,Luton Town,2018 ~ 2022,180.3,77.1,ST LW LM,RW,Right,67,67,Fodder,0,750000.0,6000.0,1400000.0,313.0,1801,385,"
13"
187701,George Corral,Mexico,29,Puebla FC,2020 ~ 2021,172.7,76.2,RB,RB,Right,67,67,Fodder,0,625000.0,3000.0,1100000.0,298.0,1781,377,"
4"
200502,Marc Martinez Aranda,Spain,30,FC Cartagena,2019 ~ 2021,185.4,73.9,GK,GK,Right,67,67,Fodder,0,525000.0,2000.0,814000.0,99.5,1185,391,"
1"
212790,Jamal Thiare,Senegal,27,Le Havre AC,2018 ~ 2023,180.3,68.0,ST,ST,Right,67,68,Fodder,1,900000.0,4000.0,1600000.0,282.0,1629,354,"
4"
231222,Fabian Henriquez,Argentina,25,Godoy Cruz,2016 ~ 2021,185.4,73.9,CM CDM,CDM,Left,67,72,Starter,5,1000000.0,4000.0,1500000.0,298.5,1865,399,"
4"
235318,Mihai Butean,Romania,23,Gaz Metan Mediaş,"Jun 30, 2021 On Loan",180.3,71.2,RB,RM,Right,67,73,Starter,6,925000.0,3000.0,0.0,296.5,1808,384,"
3"
181558,Romain Armand,France,33,Pau FC,2020 ~ 2021,180.3,74.8,ST LM,ST,Right,67,67,Fodder,0,475000.0,2000.0,831000.0,304.0,1705,353,"
1"
184630,Luke Daniels,England,32,Brentford,2017 ~ 2021,195.6,89.8,GK,GK,Right,67,67,Fodder,0,475000.0,11000.0,903000.0,97.0,1213,382,"
9"
258358,Joao Victor Lima Ferreira,Brazil,21,CD Nacional,2019 ~ 2022,177.8,73.0,RW,CAM,Right,67,74,Starter,7,1100000.0,3000.0,2500000.0,286.0,1589,350,"
2"
195126,John Marquis,England,28,Portsmouth,2019 ~ 2022,185.4,79.8,ST CAM,ST,Right,67,67,Fodder,0,800000.0,6000.0,1400000.0,286.0,1774,377,"
7"
213815,Mikael Uhre,Denmark,25,Brøndby IF,2018 ~ 2022,188.0,86.2,ST,ST,Right,67,70,Fodder,3,975000.0,7000.0,1300000.0,260.5,1649,367,"
7"
214583,Cristian Vargas,Colombia,30,Millonarios FC,2020 ~ 2021,185.4,87.1,GK,GK,Right,67,67,Fodder,0,525000.0,1000.0,709000.0,89.0,1132,369,"
1"
226103,Sergio Akieme Rodriguez,Spain,22,UD Almería,"Jun 30, 2021 On Loan",175.3,64.9,LB,LB,Left,67,76,Starter,9,1100000.0,3000.0,0.0,235.0,1640,353,"
28"
171831,Michael Mancienne,England,32,New England Revolution,2018 ~ 2020,185.4,86.2,CB,CB,Right,67,67,Fodder,0,500000.0,3000.0,750000.0,241.0,1644,360,"
4"
238647,Morris Schroter,Germany,24,FSV Zwickau,2015 ~ 2021,182.9,74.8,RM RB,RM,Right,67,70,Fodder,3,975000.0,950.0,1500000.0,298.5,1812,397,"
3"
240439,Ryan Porteous,Scotland,21,Hibernian,2016 ~ 2023,185.4,73.0,CB,CB,Right,67,81,Elite,14,1600000.0,2000.0,3800000.0,189.5,1495,327,"
52"
251191,Jim Allevinah,Gabon,25,Clermont Foot 63,2019 ~ 2023,172.7,69.9,RM LM,RM,Right,67,70,Fodder,3,950000.0,3000.0,1700000.0,294.5,1624,352,"
2"
253239,Matias Espinoza,Paraguay,22,Club Libertad,2019 ~ 2024,177.8,77.1,LB LM,LB,Left,67,73,Starter,6,925000.0,500.0,2200000.0,258.5,1661,360,"
3"
202808,Ke Li,China PR,27,Beijing Sinobo Guoan FC,2019 ~ 2021,170.2,69.9,CM CDM,CM,Right,67,68,Fodder,1,850000.0,7000.0,1400000.0,314.0,1911,405,"
6"
230200,Edenildo Eloi Lagoas Regalo,Brazil,20,Ceará Sporting Club,2019 ~ 2023,180.3,74.8,RB CB,RB,Right,67,67,Fodder,0,725000.0,3000.0,1400000.0,299.5,1790,365,"
2"
236344,Jayson Molumby,Republic of Ireland,20,Brighton & Hove Albion,2016 ~ 2023,177.8,64.0,CM CDM,CM,Right,67,79,Starter,12,1300000.0,13000.0,2700000.0,279.5,1694,367,"
21"
215097,Axel Maraval,France,26,USL Dunkerque,2018 ~ 2021,182.9,77.1,GK,GK,Right,67,70,Fodder,3,700000.0,2000.0,1300000.0,94.5,1090,377,"
2"
223801,Gokhan Karadeniz,Turkey,30,Hatayspor,2018 ~ 2021,177.8,72.1,CAM LM,CAM,Left,67,67,Fodder,0,725000.0,5000.0,1400000.0,314.5,1796,376,"
1"
225849,Maximilian Dittgen,Germany,25,FC St. Pauli,2020 ~ 2022,182.9,77.1,LM LB,LM,Left,67,70,Fodder,3,950000.0,6000.0,1500000.0,270.0,1746,389,"
2"
242489,Francisco Jesus Crespo Garcia,Spain,23,UD Las Palmas,2020 ~ 2022,175.3,67.1,LM RM,CAM,Left,67,72,Starter,5,1000000.0,3000.0,1700000.0,309.0,1597,342,"
6"
253241,Rodrigo Bogarin,Paraguay,23,Club Libertad,2019 ~ 2024,182.9,76.2,RM,RM,Right,67,75,Starter,8,1100000.0,500.0,2600000.0,286.5,1539,344,"
1"
194361,Tomoaki Makino,Japan,33,Urawa Red Diamonds,2016 ~ 2021,182.9,77.1,CB,CB,Right,67,67,Fodder,0,350000.0,4000.0,438000.0,266.5,1727,372,"
4"
209210,Alex Grant,Australia,26,Perth Glory,2015 ~ 2020,190.5,88.0,CB,CB,Left,67,67,Fodder,0,725000.0,3000.0,906000.0,186.0,1448,313,"
1"
228410,Daniel Iversen,Denmark,22,Oud-Heverlee Leuven,"Jun 30, 2021 On Loan",190.5,84.8,GK,GK,Right,67,73,Starter,6,800000.0,3000.0,0.0,84.5,1114,380,"
4"
